Index,teamA,TeamName_x,scoreA,teamB,TeamName_y,scoreB,winner,location,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,tempo_diff,oe_de_diff,de_oe_diff
4487,1123,Ball St.,53,1444,Western Michigan,62,B,B,-2.42,1.73,0.56,2.62,-3.58,-3.93,2.46,-1.19,1.11,2.95,-1.24,-1.23,2.67,0.3148,-5.9628,2.6532
4488,1123,Ball St.,81,1444,Western Michigan,88,B,A,-2.42,1.73,0.56,2.62,-3.58,-3.93,2.46,-1.19,1.11,2.95,-1.24,-1.23,2.67,0.3148,-5.9628,2.6532
4489,1341,Prairie View A&M,57,1380,Southern,60,B,A,-0.89,1.73,0.66,2.27,1.45,1.42,0.57,-4.15,-1.8,0.39,1.54,-2.36,-0.12,0.5797,-3.0816,13.9026
4490,1341,Prairie View A&M,64,1380,Southern,46,A,N,-0.89,1.73,0.66,2.27,1.45,1.42,0.57,-4.15,-1.8,0.39,1.54,-2.36,-0.12,0.5797,-3.0816,13.9026
4491,1290,Mississippi Valley St.,72,1380,Southern,64,A,A,-0.38,4.49,0.45,3.34,0.93,-0.13,0.62,-3.62,-1.66,0.9,1.79,-3.11,0.66,5.5468,-5.52,18.0103
4492,1290,Mississippi Valley St.,74,1380,Southern,83,B,B,-0.38,4.49,0.45,3.34,0.93,-0.13,0.62,-3.62,-1.66,0.9,1.79,-3.11,0.66,5.5468,-5.52,18.0103
4493,1105,Alabama A&M,62,1380,Southern,70,B,A,-2.87,-2.37,0.25,1.92,1.09,0.28,-1.46,-2.63,0.26,-0.75,0.49,-0.9,-0.07,-1.3738,-6.8519,7.6388
4494,1106,Alabama St.,55,1380,Southern,68,B,B,-0.27,2.73,-0.54,1.85,2.74,2.03,1.72,-4.24,-0.21,-1.89,1.13,-1.43,-3.6,-0.1996,-1.2455,13.0217
4495,1124,Baylor,81,1380,Southern,56,A,A,0.59,0.31,1.53,2.27,2.84,2.57,2.9,-2.39,2.24,-2.21,-0.46,0.7,-4.48,-3.7737,19.126,5.5189
4496,1212,Grambling St.,54,1380,Southern,104,B,A,-2.26,-1.15,0.4,2.29,1.3,0.21,-0.35,-6.01,-2.02,1.15,0.19,-2.93,-2.96,1.4624,-1.8798,24.9825
4497,1411,Texas Southern,71,1380,Southern,79,B,A,0.43,-1.26,0.45,0.62,5.51,5.02,0,-1.01,1.38,-0.78,-0.96,-1.44,-5.47,0.1479,6.7089,15.6311
4498,1411,Texas Southern,67,1380,Southern,64,A,B,0.43,-1.26,0.45,0.62,5.51,5.02,0,-1.01,1.38,-0.78,-0.96,-1.44,-5.47,0.1479,6.7089,15.6311
4499,1108,Alcorn St.,54,1380,Southern,62,B,B,-2.84,-2.87,-1.43,-2.26,0.81,0,-1.67,-5.74,-3.35,-2.39,-0.12,-1.26,-3.14,-3.8459,-5.0264,12.069
4500,1176,Denver,75,1380,Southern,74,A,A,-1.74,-6.28,2.24,4.13,-1.45,-4.72,-4.01,-7.75,2.52,-4,1.48,-1.74,-1.86,-8.5422,11.0013,11.8512
4501,1341,Prairie View A&M,79,1290,Mississippi Valley St.,63,A,N,-0.51,-2.76,0.21,-1.07,0.52,1.55,-0.05,-0.53,-0.14,-0.51,-0.25,0.75,-0.78,-4.9671,-18.1526,16.4833
4502,1105,Alabama A&M,91,1290,Mississippi Valley St.,82,A,B,-2.49,-6.86,-0.2,-1.42,0.16,0.41,-2.08,0.99,1.92,-1.65,-1.3,2.21,-0.73,-6.9206,-21.9229,10.2195
4503,1210,Georgia Tech,76,1290,Mississippi Valley St.,59,A,A,0.09,-4,-1.07,-3.67,-1.3,-2.39,-0.6,1.84,2.53,-2.81,-2.16,2.38,-4.93,-8.4357,-10.5178,5.7603
4504,1212,Grambling St.,67,1290,Mississippi Valley St.,75,B,B,-1.88,-5.64,-0.05,-1.05,0.37,0.34,-0.97,-2.39,-0.36,0.25,-1.6,0.18,-3.62,-4.0844,-16.9508,27.5632
4505,1212,Grambling St.,72,1290,Mississippi Valley St.,70,A,A,-1.88,-5.64,-0.05,-1.05,0.37,0.34,-0.97,-2.39,-0.36,0.25,-1.6,0.18,-3.62,-4.0844,-16.9508,27.5632
4506,1411,Texas Southern,94,1290,Mississippi Valley St.,56,A,A,0.81,-5.75,0,-2.72,4.58,5.15,-0.62,2.61,3.04,-1.68,-2.75,1.67,-6.13,-5.3989,-8.3621,18.2118
4507,1411,Texas Southern,73,1290,Mississippi Valley St.,65,A,B,0.81,-5.75,0,-2.72,4.58,5.15,-0.62,2.61,3.04,-1.68,-2.75,1.67,-6.13,-5.3989,-8.3621,18.2118
4508,1449,Washington,95,1290,Mississippi Valley St.,80,A,A,2.06,-1.5,-0.47,-3.06,1.99,0.06,-0.84,0.64,2.72,-3.49,-1.96,1.02,-3.38,-4.5588,-3.8404,10.2879
4509,1108,Alcorn St.,67,1290,Mississippi Valley St.,63,A,B,-2.46,-7.36,-1.88,-5.6,-0.12,0.13,-2.29,-2.12,-1.69,-3.29,-1.91,1.85,-3.8,-9.3927,-20.0974,14.6497
4510,1115,Arkansas Pine Bluff,78,1290,Mississippi Valley St.,73,A,B,-2.69,-7.9,-0.1,-2.1,-0.48,-0.28,-1.8,-2.42,0.86,0.17,2.14,0.28,-3.21,-5.6436,-22.315,12.7367
4511,1330,Old Dominion,67,1283,Missouri St.,79,B,A,-0.26,-0.03,-1.82,-3.44,-2.55,-0.89,2.63,0.15,-1.6,2.2,1.35,1.28,-0.17,-0.6108,-4.9628,-4.3883
4512,1401,Texas A&M,67,1283,Missouri St.,73,B,N,0.1,0.5,-1.16,-1.17,-2.2,-1.32,0.31,0.51,0.91,0.09,1.73,1.16,-1.74,-0.6599,-4.124,-7.8487
4513,1229,Illinois St.,70,1283,Missouri St.,78,B,B,-0.1,2.57,0.36,4.11,0.19,0.24,0.67,0.95,0.3,1.24,3.03,1.82,0.7,3.0478,-2.3249,-5.467
4514,1229,Illinois St.,48,1283,Missouri St.,53,B,N,-0.1,2.57,0.36,4.11,0.19,0.24,0.67,0.95,0.3,1.24,3.03,1.82,0.7,3.0478,-2.3249,-5.467
4515,1214,Hampton,67,1283,Missouri St.,81,B,B,1.4,4.77,-1.47,-1.93,3.59,7.17,3.97,1.88,0.16,3.81,2.93,3.19,3.7,6.6052,-8.4931,-5.1433
4516,1257,Louisville,90,1283,Missouri St.,60,A,A,6.04,7.97,1.09,2.45,0.63,2.49,4.58,0.66,3.81,-0.9,5.35,1.81,-0.37,4.3789,13.048,-14.9312
4517,1212,Grambling St.,67,1283,Missouri St.,97,B,B,-0.72,1.27,-0.71,0,-0.76,-0.16,1.8,-3.08,-1.61,3.96,0.97,-0.77,-0.8,4.3689,-6.7509,15.9595
4518,1356,Southern Illinois,63,1283,Missouri St.,69,B,B,0.44,-1.28,-2.44,-5.51,-0.77,-0.19,1.9,-1.43,-1.96,0.78,2.48,-0.68,-0.96,-1.6935,1.4815,-0.3954
4519,1260,Loyola Chicago,56,1283,Missouri St.,72,B,B,0.1,-3.03,-1,-2.2,-2.29,-3.16,-0.94,-1.55,1,2.07,0.65,-0.29,-0.1,-1.6647,-2.4124,2.9915
4520,1251,Liberty,52,1283,Missouri St.,54,B,B,2.06,2.56,-1.35,-3.5,-2.13,-2.95,3.66,0.38,0.89,2.19,-0.32,0.43,-1.73,0.4416,-3.5986,6.9444
4521,1191,Evansville,61,1283,Missouri St.,64,B,B,0.19,-2.51,-2.71,-7.2,2.13,2.68,-0.78,0.13,2.29,1.65,0.33,0.93,-0.97,1.6909,-2.0585,0.581
4522,1179,Drake,84,1283,Missouri St.,74,A,A,-0.17,-2.03,0.76,0.21,-1.68,-2.66,-0.7,0.31,0.46,0.98,0.5,-0.68,-1.37,-0.5115,-0.4408,1.071
4523,1320,Northern Iowa,94,1283,Missouri St.,89,A,A,1.5,1.27,1.53,4.41,-0.51,-1.26,-0.5,0.38,2.03,-0.56,0.8,0.12,-1.7,0.6694,7.7559,-0.224
4524,1320,Northern Iowa,60,1283,Missouri St.,58,A,B,1.5,1.27,1.53,4.41,-0.51,-1.26,-0.5,0.38,2.03,-0.56,0.8,0.12,-1.7,0.6694,7.7559,-0.224
4525,1330,Old Dominion,68,1456,William & Mary,74,B,B,-2.1,1.09,-3.5,-5.73,-1.33,0.43,4.21,0.64,-3.5,2.87,0.73,1.03,3.31,-0.5024,-13.1622,-10.852
4526,1220,Hofstra,77,1456,William & Mary,60,A,A,-1.98,2.24,-1.71,-0.79,1.7,3.58,5.15,0.49,-3.01,1.78,-0.57,0.15,3.19,0.6885,-7.882,1.2658
4527,1350,Richmond,71,1456,William & Mary,60,A,B,-1.98,1.91,-2.32,-1.88,0.37,1.22,1.66,0.3,-3.19,0.12,0.46,1.24,2.88,0.0586,-8.8237,-14.6021
4528,1241,James Madison,79,1456,William & Mary,81,B,A,-3.81,-0.88,-3.78,-3.71,2.19,3.35,2.58,0.58,-5,1.71,0.48,0.04,3.19,0.0981,-14.4155,-5.9008
4529,1158,College of Charleston,87,1456,William & Mary,54,A,A,-2.68,1.58,-2.07,-2.45,-2.2,-2.42,4.55,2.62,-3.77,2.32,-0.74,1.1,2.26,-2.41,-15.6069,-11.7976
4530,1158,College of Charleston,59,1456,William & Mary,70,B,N,-2.68,1.58,-2.07,-2.45,-2.2,-2.42,4.55,2.62,-3.77,2.32,-0.74,1.1,2.26,-2.41,-15.6069,-11.7976
4531,1174,Delaware,76,1456,William & Mary,71,A,A,2.23,8.44,-1.47,-0.76,4.08,5.22,3.57,2.32,-2.89,-0.93,0.61,0.53,2.46,6.183,-1.6088,-6.3642
4532,1406,Towson,85,1456,William & Mary,70,A,B,-1.49,-0.13,-2.81,-5.11,5.58,7.69,4.17,3.5,-4.11,0.73,-1.45,1.6,3.74,0.0973,-1.5927,-4.086
4533,1406,Towson,70,1456,William & Mary,68,A,A,-1.49,-0.13,-2.81,-5.11,5.58,7.69,4.17,3.5,-4.11,0.73,-1.45,1.6,3.74,0.0973,-1.5927,-4.086
4534,1406,Towson,71,1456,William & Mary,75,B,N,-1.49,-0.13,-2.81,-5.11,5.58,7.69,4.17,3.5,-4.11,0.73,-1.45,1.6,3.74,0.0973,-1.5927,-4.086
4535,1219,High Point,80,1456,William & Mary,69,A,B,0.54,2.42,-2.58,-5.62,-1.57,-3.41,2.06,-1.39,0.66,1.37,0.4,0.44,0.32,0.0384,-7.7085,-0.3844
4536,1459,Wofford,60,1456,William & Mary,63,B,A,-0.95,2.13,-2.93,-5.58,-2.22,-2.53,3,-1.06,-1.63,-0.24,0.68,-1.51,1.23,-2.2061,-11.587,-9.2223
4537,1224,Howard,79,1456,William & Mary,84,B,A,-5.74,-0.81,-3.52,-5.97,2.8,4.39,3.93,-1.35,-6.16,5.8,0.8,0.65,5.58,2.5523,-24.7414,-7.3492
4538,1318,Northeastern,70,1456,William & Mary,82,B,A,-1.77,0.94,-3.77,-6.52,0.77,2.66,3.73,0.6,-2.18,2.61,0.02,0.38,0.89,0.1162,-12.0867,-8.3609
4539,1442,Western Illinois,67,1456,William & Mary,78,B,A,-3.71,-4.27,-3.8,-7.29,-1.76,-2.28,-0.07,-0.92,-2.36,3.04,-0.02,-0.5,2.98,-2.5359,-18.32,-8.6996
4540,1330,Old Dominion,55,1349,Rice,51,A,A,1.25,0.64,-2.64,-8.22,2.31,4.56,4.37,-0.29,-3.66,0.5,1.66,2.2,0.52,-0.0468,-7.9593,7.2089
4541,1256,Louisiana Tech,85,1349,Rice,46,A,A,6.19,8.58,-0.12,-0.8,6.77,9.47,5.37,2.34,1.83,-1.41,4.6,2.93,-0.24,7.6177,1.3927,1.3194
4542,1223,Houston Baptist,73,1349,Rice,71,A,A,1.74,2.75,-2.93,-9.59,4.01,5.05,3.78,0.07,-2,2.8,0.4,0.21,2.3,5.5189,-15.2969,18.029
4543,1409,Tulsa,66,1349,Rice,56,A,B,3.31,3.43,-2.03,-6.34,7.25,9.96,3.4,1.56,-1.41,-1.44,2.51,1.9,2.24,4.5456,-2.02,2.0758
4544,1368,Southeastern Louisiana,63,1349,Rice,62,A,B,2,1.15,-0.93,-5.25,3.61,4.15,1.11,-1.03,-2.36,-0.53,-0.21,2.04,1.07,2.1521,-8.7045,17.9883
4545,1292,Middle Tennessee,65,1349,Rice,41,A,A,2.45,1.03,-2.5,-8.59,4.8,6.87,4.45,0.04,-1.35,-0.28,2.64,2.85,0.98,0.7884,-3.4359,2.3536
4546,1427,UTSA,89,1349,Rice,76,A,A,0.34,-0.65,-1.68,-5.74,7.92,9.96,4.46,-1.77,-3.6,3,1.39,-0.11,1.52,3.9049,-6.6711,20.4868
4547,1375,South Alabama,93,1349,Rice,96,B,B,1.14,4.68,0.14,-0.22,3.71,4.08,4.43,0.72,-2.68,-0.43,0.33,2.07,1.18,2.2336,-7.4429,13.7641
4548,1351,Rider,97,1349,Rice,93,A,N,2.61,2.58,-0.14,-4.78,7.6,8.39,3.48,-1.31,-1.77,0.3,1.6,0.98,0.92,4.0263,-1.7826,16.2011
4549,1220,Hofstra,75,1125,Belmont,85,B,N,-4.24,0.34,-1.84,-1.52,-0.69,1.54,4.54,1.24,-4.55,-0.64,-1.81,0.87,-1.51,-4.2058,-2.4428,1.1158
4550,1404,Tennessee Martin,72,1125,Belmont,87,B,A,-1.52,6.64,-1.5,-1.45,-1.5,-1.67,3.29,-2.35,-1.79,-1.49,0.85,0.21,-0.19,0.9829,-3.9861,6.3624
4551,1184,Eastern Kentucky,79,1125,Belmont,73,A,N,-1.42,-1.16,0.16,0.85,0.57,0.15,-1.29,-3.44,-1.28,-2.17,1.37,-0.6,-0.06,-2.438,4.2608,-3.7957
4552,1232,Indiana St.,95,1125,Belmont,96,B,B,-3.52,-1.39,-2.36,-3.63,-0.17,0.09,0.58,2.14,-2.76,-1.52,-0.89,1.24,-1.99,-3.591,-1.6158,-11.8134
4553,1232,Indiana St.,85,1125,Belmont,73,A,A,-3.52,-1.39,-2.36,-3.63,-0.17,0.09,0.58,2.14,-2.76,-1.52,-0.89,1.24,-1.99,-3.591,-1.6158,-11.8134
4554,1398,Tennessee St.,65,1125,Belmont,79,B,A,-3.9,0.4,-3.81,-5.42,-0.54,0.46,3.01,-0.66,-5.1,-0.73,-1.29,0.38,0.19,-3.462,-5.2423,1.1051
4555,1399,Tennessee Tech,81,1125,Belmont,76,A,A,-3,-0.32,-3.23,-5.25,-0.2,1.8,3.94,0.24,-3.41,2.38,-0.02,2.01,1.62,-1.1611,-7.0678,-3.9218
4556,1246,Kentucky,93,1125,Belmont,80,A,A,-1.79,1.95,-3.69,-6.63,3.69,7.12,6.49,4.22,-3.81,-0.73,-1.87,3.9,-2.09,-2.7306,7.8685,-15.8373
4557,1193,Fairfield,53,1125,Belmont,62,B,B,-5.19,0.94,-1.9,-1.65,-3.78,-3.91,2.97,2.03,-4.06,1.72,-2.22,1.32,1.85,-2.5829,-10.9269,-7.6681
4558,1292,Middle Tennessee,58,1125,Belmont,70,B,A,-3.16,-0.42,-3.49,-6.83,-1.23,0.7,3.68,1.72,-2.73,-0.33,0.47,2.4,-0.93,-4.5615,-3.1996,-15.8573
4559,1188,SIU Edwardsville,75,1125,Belmont,94,B,A,-1.63,1.3,-1.75,-3.31,-2.61,-1.98,1.63,-1.14,-1.93,0.92,-0.11,0.63,-0.64,-0.7338,-6.8245,-0.6258
4560,1122,Austin Peay,68,1125,Belmont,93,B,B,-0.86,0.59,-3.74,-7.24,1.33,3.98,1.7,0.33,-1.13,2.6,0.19,2.95,-3.59,2.2757,-7.3858,-0.7691
4561,1293,Murray St.,96,1125,Belmont,99,B,B,-1.27,1.01,-1.41,-2.72,0.7,3.9,3.54,1.42,-2.5,-0.2,-1.3,1.55,-1.87,-1.6348,0.6489,-4.8813
4562,1287,Morehead St.,66,1125,Belmont,80,B,B,-2.58,0.93,-3.39,-4.41,4.12,6.6,5.13,1.53,-2.66,2.93,0.95,0.53,2.72,0.4931,-4.8782,-7.9894
4563,1287,Morehead St.,73,1125,Belmont,76,B,A,-2.58,0.93,-3.39,-4.41,4.12,6.6,5.13,1.53,-2.66,2.93,0.95,0.53,2.72,0.4931,-4.8782,-7.9894
4564,1176,Denver,90,1125,Belmont,62,A,A,-4.3,-4.64,-0.68,-1.18,-4.68,-5.81,-0.89,-3.58,-0.51,-2.94,0.4,0.89,-0.92,-10.4216,3.37,-3.7855
4565,1220,Hofstra,58,1406,Towson,76,B,B,-0.49,2.37,1.1,4.32,-3.88,-4.11,0.98,-3.01,1.1,1.05,0.88,-1.45,-0.55,0.5912,-3.2729,2.3354
4566,1220,Hofstra,77,1406,Towson,83,B,A,-0.49,2.37,1.1,4.32,-3.88,-4.11,0.98,-3.01,1.1,1.05,0.88,-1.45,-0.55,0.5912,-3.2729,2.3354
4567,1298,Navy,45,1406,Towson,72,B,B,-1.84,2.09,0.82,3.77,-10,-12.7,-0.96,-4.56,2.58,1.44,2.51,-1.45,-1.1,-2.1805,-13.8131,-4.8834
4568,1154,The Citadel,59,1406,Towson,84,B,B,-0.63,1.74,0.09,0.18,-6.83,-10.08,-2.65,-2.98,3,1.41,-0.04,-1.76,-1.44,0.7769,-10.4644,7.9324
4569,1101,Abilene Christian,47,1406,Towson,74,B,B,-2.89,-1.67,0.83,1.42,-4.16,-7.34,-3.72,-6.2,0.34,3.75,1.82,-3.18,1.44,1.3765,-13.1637,6.055
4570,1158,College of Charleston,61,1406,Towson,68,B,B,-1.19,1.71,0.74,2.66,-7.78,-10.11,0.38,-0.88,0.34,1.59,0.71,-0.5,-1.48,-2.5073,-10.9978,-10.728
4571,1396,Temple,69,1406,Towson,75,B,B,3.49,10.58,0.64,2.72,-5.97,-8.72,0.63,-3.34,3.92,-0.7,1.87,-1.14,-1.65,3.6371,1.3805,-1.5871
4572,1174,Delaware,83,1406,Towson,76,A,A,3.72,8.57,1.34,4.35,-1.5,-2.47,-0.6,-1.18,1.22,-1.66,2.06,-1.07,-1.28,6.0857,3.0003,-5.2946
4573,1174,Delaware,63,1406,Towson,78,B,B,3.72,8.57,1.34,4.35,-1.5,-2.47,-0.6,-1.18,1.22,-1.66,2.06,-1.07,-1.28,6.0857,3.0003,-5.2946
4574,1164,Coppin St.,79,1406,Towson,81,B,A,-0.96,5.54,1.58,6.46,-3.03,-5.47,-0.27,-4.66,1.82,0.49,1.77,-2.5,-3.23,3.2739,-8.2078,0.6625
4575,1306,New Hampshire,64,1406,Towson,72,B,B,-4.22,-0.33,1.19,4.94,-8.42,-11.91,-2.17,-2.5,-0.11,1.72,0.06,-1.49,-0.79,-1.8851,-18.5963,-5.6703
4576,1423,UNC Wilmington,66,1406,Towson,53,A,A,-0.35,5.19,-1.41,-0.77,-7.94,-10.1,0.18,-3.73,1.04,0.25,1.96,-0.79,-1.6,-0.4883,-12.6914,-6.5045
4577,1372,Stephen F. Austin,79,1406,Towson,69,A,A,3.01,5.03,1.32,3.91,-3.74,-5.72,1.28,-5.92,6.76,-0.28,3.09,-1.5,0.77,0.3708,3.7074,-10.1594
4578,1180,Drexel,73,1406,Towson,75,B,B,0.71,5.09,-0.71,-0.07,-4.17,-6.23,-1.22,-1.33,2.11,-2.75,0.63,-0.76,1.14,-1.2346,-4.0409,-9.2557
4579,1318,Northeastern,57,1406,Towson,54,A,B,-0.28,1.07,-0.96,-1.41,-4.81,-5.03,-0.44,-2.9,1.93,1.88,1.47,-1.22,-2.85,0.0189,-7.4776,-7.2913
4580,1318,Northeastern,70,1406,Towson,79,B,A,-0.28,1.07,-0.96,-1.41,-4.81,-5.03,-0.44,-2.9,1.93,1.88,1.47,-1.22,-2.85,0.0189,-7.4776,-7.2913
4581,1294,Northern Colorado,91,1381,Southern Utah,55,A,A,6.17,4.24,1.26,1.49,0.75,0.57,2.73,0.2,0.84,-2.79,1.51,-1.21,-3.98,-1.2721,-4.8776,24.3676
4582,1294,Northern Colorado,77,1381,Southern Utah,52,A,B,6.17,4.24,1.26,1.49,0.75,0.57,2.73,0.2,0.84,-2.79,1.51,-1.21,-3.98,-1.2721,-4.8776,24.3676
4583,1415,UC Riverside,74,1381,Southern Utah,59,A,B,3.24,4.9,-0.12,0.97,2.51,3.29,2.38,3.06,0.32,-0.61,1.82,1.07,-3.74,2.482,-14.3932,18.7009
4584,1286,Montana St.,54,1381,Southern Utah,52,A,B,2.38,2.66,1.09,2.76,1.33,1.02,0.73,1.61,-1.03,-2.1,2.13,-1.66,-5.08,0.7061,-17.6054,18.7286
4585,1319,Northern Arizona,64,1381,Southern Utah,57,A,A,3.99,3.55,0.76,1.24,-0.29,-1.29,2.68,1.71,-0.27,-1.31,1.95,0.76,-5.52,-1.0222,-12.7938,18.1004
4586,1285,Montana,69,1381,Southern Utah,61,A,B,3.5,-0.07,2.89,6.17,2.04,1.43,-0.68,-0.11,0.61,-3.93,0.61,-0.6,-2.5,-3.2618,-6.2584,22.203
4587,1429,Utah St.,90,1381,Southern Utah,57,A,A,4.19,4.01,2.31,2.86,0.03,-1.48,2.46,5.1,5.06,-2.99,-0.79,0.31,-5.61,-1.7272,-5.3005,16.2661
4588,1226,Idaho St.,75,1381,Southern Utah,65,A,B,3.37,3.11,1.06,1.8,3.72,4.43,3.96,2.31,0.81,-1.59,2.52,-0.62,-5.07,-0.4497,-9.2981,21.7367
4589,1169,Cal St. Northridge,84,1381,Southern Utah,57,A,A,5.02,5.8,-0.23,-2.06,8.09,7.54,3.01,4.1,2.43,-1.01,2.55,-0.63,-2.71,3.903,-6.8314,21.8046
4590,1186,Eastern Washington,90,1381,Southern Utah,83,A,A,5.65,7.41,3.6,7.97,2.68,3.53,2.62,5.3,2.18,-1.61,0.23,1,-3.32,5.0742,-7.5708,21.6687
4591,1186,Eastern Washington,85,1381,Southern Utah,74,A,B,5.65,7.41,3.6,7.97,2.68,3.53,2.62,5.3,2.18,-1.61,0.23,1,-3.32,5.0742,-7.5708,21.6687
4592,1451,Weber St.,65,1381,Southern Utah,59,A,A,3.22,-0.82,2.71,4.53,4.72,4.9,0.28,4.82,2.14,-1.5,-0.43,0.65,-4.9,-0.6136,-7.4062,17.4583
4593,1451,Weber St.,75,1381,Southern Utah,55,A,B,3.22,-0.82,2.71,4.53,4.72,4.9,0.28,4.82,2.14,-1.5,-0.43,0.65,-4.9,-0.6136,-7.4062,17.4583
4594,1294,Northern Colorado,82,1226,Idaho St.,75,A,A,2.8,1.13,0.2,-0.31,-2.97,-3.86,-1.23,-2.11,0.03,-1.2,-1.01,-0.59,1.09,-0.8224,-2.5555,9.6069
4595,1340,Portland St.,78,1226,Idaho St.,74,A,A,1.42,0.86,0.75,1.82,-1.49,-2.73,-3.27,-1.66,1.23,-0.78,-0.94,-0.59,1.26,1.3373,-8.25,6.6883
4596,1167,Cal St. Bakersfield,61,1226,Idaho St.,57,A,B,0.08,1.35,1.25,2.02,-2.63,-3.01,-0.08,-0.02,0.18,1.64,-0.25,0.93,3.97,1.6328,-10.3419,1.7204
4597,1225,Idaho,69,1226,Idaho St.,65,A,N,0.98,1.9,0.83,2.35,-0.14,0.54,-1.44,1.19,-0.26,-0.82,-2.55,-0.92,2.63,2.9409,-5.2975,8.1426
4598,1319,Northern Arizona,66,1226,Idaho St.,65,A,B,0.62,0.44,-0.3,-0.56,-4.01,-5.72,-1.28,-0.6,-1.08,0.28,-0.57,1.38,-0.45,-0.5725,-10.4717,3.3397
4599,1285,Montana,59,1226,Idaho St.,54,A,B,0.13,-3.18,1.83,4.37,-1.68,-3,-4.64,-2.42,-0.2,-2.34,-1.91,0.02,2.57,-2.8121,-3.9363,7.4423
4600,1285,Montana,62,1226,Idaho St.,61,A,A,0.13,-3.18,1.83,4.37,-1.68,-3,-4.64,-2.42,-0.2,-2.34,-1.91,0.02,2.57,-2.8121,-3.9363,7.4423
4601,1449,Washington,85,1226,Idaho St.,66,A,A,2.65,5.43,0.28,1.66,-0.64,-2.35,-0.83,0.84,1.78,-0.89,-1.32,0.29,1.09,4.5026,-0.0389,0.4744
4602,1381,Southern Utah,45,1226,Idaho St.,60,B,B,-3.37,-3.11,-1.06,-1.8,-3.72,-4.43,-3.96,-2.31,-0.81,1.59,-2.52,0.62,5.07,0.4497,-21.7367,9.2981
4603,1186,Eastern Washington,77,1226,Idaho St.,69,A,A,2.28,4.3,2.54,6.17,-1.04,-0.9,-1.34,2.99,1.37,-0.02,-2.29,1.62,1.75,5.5239,-5.2487,6.908
4604,1315,North Dakota,80,1226,Idaho St.,75,A,B,1.95,3.28,0.12,2.25,-0.56,-0.1,-0.99,-2.76,0.38,-1.07,1.33,-0.04,2.13,4.1446,-6.0801,7.4665
4605,1451,Weber St.,75,1226,Idaho St.,78,B,B,-0.15,-3.93,1.65,2.73,1,0.47,-3.68,2.51,1.33,0.09,-2.95,1.27,0.17,-0.1639,-5.0841,2.6976
4606,1294,Northern Colorado,72,1170,Sacramento St.,62,A,A,2.06,0.67,-0.35,-1.22,0.32,1.42,1.23,-1.05,-1.27,-0.22,0.48,0.71,-1.58,-0.445,-3.8017,9.6772
4607,1413,UC Davis,67,1170,Sacramento St.,73,B,A,-0.56,1.5,1.55,5.47,0.28,1.69,-1.26,-2.19,-1.48,0.44,-0.07,0.92,-1.13,2.6861,-10.491,12.5183
4608,1417,UCLA,86,1170,Sacramento St.,50,A,A,4.88,5.79,0.27,-0.18,3.5,4.33,0.66,3.99,4.35,-0.79,4.17,1.59,-3.15,6.6206,4.8276,-6.1616
4609,1340,Portland St.,65,1170,Sacramento St.,72,B,A,0.68,0.4,0.2,0.91,1.8,2.55,-0.81,-0.6,-0.07,0.2,0.55,0.71,-1.41,1.7147,-9.4962,6.7586
4610,1167,Cal St. Bakersfield,74,1170,Sacramento St.,66,A,A,-0.66,0.89,0.7,1.11,0.66,2.27,2.38,1.04,-1.12,2.62,1.24,2.23,1.3,2.0102,-11.5881,1.7907
4611,1319,Northern Arizona,75,1170,Sacramento St.,65,A,A,-0.12,-0.02,-0.85,-1.47,-0.72,-0.44,1.18,0.46,-2.38,1.26,0.92,2.68,-3.12,-0.1951,-11.7179,3.41
4612,1319,Northern Arizona,70,1170,Sacramento St.,87,B,B,-0.12,-0.02,-0.85,-1.47,-0.72,-0.44,1.18,0.46,-2.38,1.26,0.92,2.68,-3.12,-0.1951,-11.7179,3.41
4613,1226,Idaho St.,78,1170,Sacramento St.,84,B,B,-0.74,-0.46,-0.55,-0.91,3.29,5.28,2.46,1.06,-1.3,0.98,1.49,1.3,-2.67,0.3774,-8.2222,7.0463
4614,1226,Idaho St.,80,1170,Sacramento St.,67,A,A,-0.74,-0.46,-0.55,-0.91,3.29,5.28,2.46,1.06,-1.3,0.98,1.49,1.3,-2.67,0.3774,-8.2222,7.0463
4615,1431,UTEP,69,1170,Sacramento St.,51,A,A,-0.89,-3.56,-1.72,-3.11,4.24,7.63,0.8,3.98,0.2,1.94,-0.24,2.77,-2.5,1.1415,-6.481,-4.6823
4616,1381,Southern Utah,49,1170,Sacramento St.,77,B,A,-4.11,-3.57,-1.61,-2.71,-0.43,0.85,-1.5,-1.25,-2.11,2.57,-1.03,1.92,2.4,0.8271,-22.9829,9.3684
4617,1381,Southern Utah,56,1170,Sacramento St.,68,B,B,-4.11,-3.57,-1.61,-2.71,-0.43,0.85,-1.5,-1.25,-2.11,2.57,-1.03,1.92,2.4,0.8271,-22.9829,9.3684
4618,1186,Eastern Washington,64,1170,Sacramento St.,75,B,B,1.54,3.84,1.99,5.26,2.25,4.38,1.12,4.05,0.07,0.96,-0.8,2.92,-0.92,5.9013,-6.4949,6.9783
